x,y,color
9,17,yellow
9,18,yellow
9,19,yellow
9,20,yellow
9,21,yellow
9,22,yellow
9,23,yellow
9,24,yellow
9,25,yellow
9,26,yellow
9,27,yellow
9,28,yellow
9,29,yellow
9,30,yellow
9,31,yellow
9,32,yellow
9,33,yellow
9,34,yellow
9,35,yellow
9,36,yellow
9,37,yellow
9,38,yellow
9,39,yellow
9,40,yellow
9,41,yellow
9,42,yellow
9,43,yellow
9,44,yellow
9,45,yellow
9,46,yellow
9,47,yellow
9,48,yellow
9,49,yellow
9,50,yellow
9,51,yellow
9,52,yellow
9,53,yellow
9,54,yellow
9,55,yellow
9,56,yellow
9,57,yellow
9,58,yellow
9,59,yellow
9,60,yellow
9,61,yellow
9,62,yellow
9,63,yellow
9,64,yellow
9,65,yellow
9,66,yellow
9,67,yellow
9,68,yellow
9,69,yellow
9,70,yellow
9,71,yellow
9,72,yellow
9,73,yellow
9,74,yellow
9,75,yellow
9,76,yellow
9,77,yellow
9,78,yellow
9,79,yellow
9,80,yellow
9,81,yellow
9,82,yellow
9,83,yellow
9,84,yellow
9,85,yellow
9,86,yellow
9,87,yellow
9,88,yellow
9,89,yellow
9,90,yellow
9,91,yellow
9,92,yellow
9,93,yellow
9,94,yellow
9,95,yellow
9,96,yellow
9,97,yellow
9,98,yellow
9,99,yellow
10,0,yellow
10,1,yellow
10,2,yellow
10,3,yellow
10,4,yellow
10,5,yellow
10,6,yellow
10,7,yellow
10,8,yellow
10,9,yellow
10,10,yellow
10,11,yellow
10,12,yellow
10,13,yellow
10,14,yellow
10,15,yellow
10,16,yellow
10,17,yellow
10,18,yellow
10,19,yellow
10,20,yellow
10,21,yellow
10,22,yellow
10,23,yellow
10,24,yellow
10,25,yellow
10,26,yellow
10,27,yellow
10,28,yellow
10,29,yellow
10,30,yellow
10,31,yellow
10,32,yellow
10,33,yellow
10,34,yellow
10,35,yellow
10,36,yellow
10,37,yellow
10,38,yellow
10,39,yellow
10,40,yellow
10,41,yellow
10,42,yellow
10,43,yellow
10,44,yellow
10,45,yellow
10,46,yellow
10,47,yellow
10,48,yellow
10,49,yellow
10,50,yellow
10,51,yellow
10,52,yellow
10,53,yellow
10,54,yellow
10,55,yellow
10,56,yellow
10,57,yellow
10,58,yellow
10,59,yellow
10,60,yellow
10,61,yellow
10,62,yellow
10,63,yellow
10,64,yellow
10,65,yellow
10,66,yellow
10,67,yellow
10,68,yellow
10,69,yellow
10,70,yellow
10,71,yellow
10,72,yellow
10,73,yellow
10,74,yellow
10,75,yellow
10,76,yellow
10,77,yellow
10,78,yellow
10,79,yellow
10,80,yellow
10,81,yellow
10,82,yellow
10,83,yellow
10,84,yellow
10,85,yellow
10,86,yellow
10,87,yellow
10,88,yellow
10,89,yellow
10,90,yellow
10,91,yellow
10,92,yellow
10,93,yellow
10,94,yellow
10,95,yellow
10,96,yellow
10,97,yellow
10,98,yellow
10,99,yellow
11,0,yellow
11,1,yellow
11,2,yellow
11,3,yellow
11,4,yellow
11,5,yellow
11,6,yellow
11,7,yellow
11,8,yellow
11,9,yellow
11,10,yellow
11,11,yellow
11,12,yellow
11,13,yellow
11,14,yellow
11,15,yellow
11,16,yellow
11,17,yellow
11,18,yellow
11,19,yellow
11,20,yellow
11,21,yellow
11,22,yellow
11,23,yellow
11,24,yellow
11,25,yellow
11,26,yellow
11,27,yellow
11,28,yellow
11,29,yellow
11,30,yellow
11,31,yellow
11,32,yellow
11,33,yellow
11,34,yellow
11,35,yellow
11,36,yellow
11,37,yellow
11,38,yellow
11,39,yellow
11,40,yellow
11,41,yellow
11,42,yellow
11,43,yellow
11,44,yellow
11,45,yellow
11,46,yellow
11,47,yellow
11,48,yellow
11,49,yellow
11,50,yellow
11,51,yellow
11,52,yellow
11,53,yellow
11,54,yellow
11,55,yellow
11,56,yellow
11,57,yellow
11,58,yellow
11,59,yellow
11,60,yellow
11,61,yellow
11,62,yellow
11,63,yellow
11,64,yellow
11,65,yellow
11,66,yellow
11,67,yellow
11,68,yellow
11,69,yellow
11,70,yellow
11,71,yellow
11,72,yellow
11,73,yellow
11,74,yellow
11,75,yellow
11,76,yellow
11,77,yellow
11,78,yellow
11,79,yellow
11,80,yellow
11,81,yellow
11,82,yellow
11,83,yellow
11,84,yellow
11,85,yellow
11,86,yellow
11,87,yellow
11,88,yellow
11,89,yellow
11,90,yellow
11,91,yellow
11,92,yellow
11,93,yellow
11,94,yellow
11,95,yellow
11,96,yellow
11,97,yellow
11,98,yellow
11,99,yellow
12,0,yellow
12,1,yellow
12,2,yellow
12,3,yellow
12,4,yellow
12,5,yellow
12,6,yellow
12,7,yellow
12,8,yellow
12,9,yellow
12,10,yellow
12,11,yellow
12,12,yellow
12,13,yellow
12,14,yellow
12,15,yellow
12,16,yellow
12,17,yellow
12,18,yellow
12,19,yellow
12,20,yellow
12,21,yellow
12,22,yellow
12,23,yellow
12,24,yellow
12,25,yellow
12,26,yellow
12,27,yellow
12,28,yellow
12,29,yellow
12,30,yellow
12,31,yellow
12,32,yellow
12,33,yellow
12,34,yellow
12,35,yellow
12,36,yellow
12,37,yellow
12,38,yellow
12,39,yellow
12,40,yellow
12,41,yellow
12,42,yellow
12,43,yellow
12,44,yellow
12,45,yellow
12,46,yellow
12,47,yellow
12,48,yellow
12,49,yellow
12,50,yellow
12,51,yellow
12,52,yellow
12,53,yellow
12,54,yellow
12,55,yellow
12,56,yellow
12,57,yellow
12,58,yellow
12,59,yellow
12,60,yellow
12,61,yellow
12,62,yellow
12,63,yellow
12,64,yellow
12,65,yellow
12,66,yellow
12,67,yellow
12,68,yellow
12,69,yellow
12,70,yellow
12,71,yellow
12,72,yellow
12,73,yellow
12,74,yellow
12,75,yellow
12,76,yellow
12,77,yellow
12,78,yellow
12,79,yellow
12,80,yellow
12,81,yellow
12,82,yellow
12,83,yellow
12,84,yellow
12,85,yellow
12,86,yellow
12,87,yellow
12,88,yellow
12,89,yellow
12,90,yellow
12,91,yellow
12,92,yellow
12,93,yellow
12,94,yellow
12,95,yellow
12,96,yellow
12,97,yellow
12,98,yellow
12,99,yellow
13,0,yellow
13,1,yellow
13,2,yellow
13,3,yellow
13,4,yellow
13,5,yellow
13,6,yellow
13,7,yellow
13,8,yellow
13,9,yellow
13,10,yellow
13,11,yellow
13,12,yellow
13,13,yellow
13,14,yellow
13,15,yellow
13,16,yellow
13,17,yellow
13,18,yellow
13,19,yellow
13,20,yellow
13,21,yellow
13,22,yellow
13,23,yellow
13,24,yellow
13,25,yellow
13,26,yellow
13,27,yellow
13,28,yellow
13,29,yellow
13,30,yellow
13,31,yellow
13,32,yellow
13,33,yellow
13,34,yellow
13,35,yellow
13,36,yellow
13,37,yellow
13,38,yellow
13,39,yellow
13,40,yellow
13,41,yellow
13,42,yellow
13,43,yellow
13,44,yellow
13,45,yellow
13,46,yellow
13,47,yellow
13,48,yellow
13,49,yellow
13,50,yellow
13,51,yellow
13,52,yellow
13,53,yellow
13,54,yellow
13,55,yellow
13,56,yellow
13,57,yellow
13,58,yellow
13,59,yellow
13,60,yellow
13,61,yellow
13,62,yellow
13,63,yellow
13,64,yellow
13,65,yellow
13,66,yellow
13,67,yellow
13,68,yellow
13,69,yellow
13,70,yellow
13,71,yellow
13,72,yellow
13,73,yellow
13,74,yellow
13,75,yellow
13,76,yellow
13,77,yellow
13,78,yellow
13,79,yellow
13,80,yellow
13,81,yellow
13,82,yellow
13,83,yellow
13,84,yellow
13,85,yellow
13,86,yellow
13,87,yellow
13,88,yellow
13,89,yellow
13,90,yellow
13,91,yellow
13,92,yellow
13,93,yellow
13,94,yellow
13,95,yellow
13,96,yellow
13,97,yellow
13,98,yellow
13,99,yellow
14,0,yellow
14,1,yellow
14,2,yellow
14,3,yellow
14,4,yellow
14,5,yellow
14,6,yellow
14,7,yellow
14,8,yellow
14,9,yellow
14,10,yellow
14,11,yellow
14,12,yellow
14,13,yellow
14,14,yellow
14,15,yellow
14,16,yellow
14,17,yellow
14,18,yellow
14,19,yellow
14,20,yellow
14,21,yellow
14,22,yellow
14,23,yellow
14,24,yellow
14,25,yellow
14,26,yellow
14,27,yellow
14,28,yellow
14,29,yellow
14,30,yellow
14,31,yellow
14,32,yellow
14,33,yellow
14,34,yellow
14,35,yellow
14,36,yellow
14,37,yellow
14,38,yellow
14,39,yellow
14,40,yellow
14,41,yellow
14,42,yellow
14,43,yellow
14,44,yellow
14,45,yellow
14,46,yellow
14,47,yellow
14,48,yellow
14,49,yellow
14,50,yellow
14,51,yellow
14,52,yellow
14,53,yellow
14,54,yellow
14,55,yellow
14,56,yellow
14,57,yellow
14,58,yellow
14,59,yellow
14,60,yellow
14,61,yellow
14,62,yellow
14,63,yellow
14,64,yellow
14,65,yellow
14,66,yellow
14,67,yellow
14,68,yellow
14,69,yellow
14,70,yellow
14,71,yellow
14,72,yellow
14,73,yellow
14,74,yellow
14,75,yellow
14,76,yellow
14,77,yellow
14,78,yellow
14,79,yellow
14,80,yellow
14,81,yellow
14,82,yellow
14,83,yellow
14,84,yellow
14,85,yellow
14,86,yellow
14,87,yellow
14,88,yellow
14,89,yellow
14,90,yellow
14,91,yellow
14,92,yellow
14,93,yellow
14,94,yellow
14,95,yellow
14,96,yellow
14,97,yellow
14,98,yellow
14,99,yellow
15,0,yellow
15,1,yellow
15,2,yellow
15,3,yellow
15,4,yellow
15,5,yellow
15,6,yellow
15,7,yellow
15,8,yellow
15,9,yellow
15,10,yellow
15,11,yellow
15,12,yellow
15,13,yellow
15,14,yellow
15,15,yellow
15,16,yellow
15,17,yellow
15,18,yellow
15,19,yellow
15,20,yellow
15,21,yellow
15,22,yellow
15,23,yellow
15,24,yellow
15,25,yellow
15,26,yellow
15,27,yellow
15,28,yellow
15,29,yellow
15,30,yellow
15,31,yellow
15,32,yellow
15,33,yellow
15,34,yellow
15,35,yellow
15,36,yellow
15,37,yellow
15,38,yellow
15,39,yellow
15,40,yellow
15,41,yellow
15,42,yellow
15,43,yellow
15,44,yellow
15,45,yellow
15,46,yellow
15,47,yellow
15,48,yellow
15,49,yellow
15,50,yellow
15,51,yellow
15,52,yellow
15,53,yellow
15,54,yellow
15,55,yellow
15,56,yellow
15,57,yellow
15,58,yellow
15,59,yellow
15,60,yellow
15,61,yellow
15,62,yellow
15,63,yellow
15,64,yellow
15,65,yellow
15,66,yellow
15,67,yellow
15,68,yellow
15,69,yellow
15,70,yellow
15,71,yellow
15,72,yellow
15,73,yellow
15,74,yellow
15,75,yellow
15,76,yellow
15,77,yellow
15,78,yellow
15,79,yellow
15,80,yellow
15,81,yellow
15,82,yellow
15,83,yellow
15,84,yellow
15,85,yellow
15,86,yellow
15,87,yellow
15,88,yellow
15,89,yellow
15,90,yellow
15,91,yellow
15,92,yellow
15,93,yellow
15,94,yellow
15,95,yellow
15,96,yellow
15,97,yellow
15,98,yellow
15,99,yellow
16,0,yellow
16,1,yellow
16,2,yellow
16,3,yellow
16,4,yellow
16,5,yellow
16,6,yellow
16,7,yellow
16,8,yellow
16,9,yellow
16,10,yellow
16,11,yellow
16,12,yellow
16,13,yellow
16,14,yellow
16,15,yellow
16,16,yellow
16,17,yellow
16,18,yellow
16,19,yellow
16,20,yellow
16,21,yellow
16,22,yellow
16,23,yellow
16,24,yellow
16,25,yellow
16,26,yellow
16,27,yellow
16,28,yellow
16,29,yellow
16,30,yellow
16,31,yellow
16,32,yellow
16,33,yellow
16,34,yellow
16,35,yellow
16,36,yellow
16,37,yellow
16,38,yellow
16,39,yellow
16,40,yellow
16,41,yellow
16,42,yellow
16,43,yellow
16,44,yellow
16,45,yellow
16,46,yellow
16,47,yellow
16,48,yellow
16,49,yellow
16,50,yellow
16,51,yellow
16,52,yellow
16,53,yellow
16,54,yellow
16,55,yellow
16,56,yellow
16,57,yellow
16,58,yellow
16,59,yellow
16,60,yellow
16,61,yellow
16,62,yellow
16,63,yellow
16,64,yellow
16,65,yellow
16,66,yellow
16,67,yellow
16,68,yellow
16,69,yellow
16,70,yellow
16,71,yellow
16,72,yellow
16,73,yellow
16,74,yellow
16,75,yellow
16,76,yellow
16,77,yellow
16,78,yellow
16,79,yellow
16,80,yellow
16,81,yellow
16,82,yellow
16,83,yellow
16,84,yellow
16,85,yellow
16,86,yellow
16,87,yellow
16,88,yellow
16,89,yellow
16,90,yellow
16,91,yellow
16,92,yellow
16,93,yellow
16,94,yellow
16,95,yellow
16,96,yellow
16,97,yellow
16,98,yellow
16,99,yellow
17,0,yellow
17,1,yellow
17,2,yellow
17,3,yellow
17,4,yellow
17,5,yellow
17,6,yellow
17,7,yellow
17,8,yellow
17,9,yellow
17,10,yellow
17,11,yellow
17,12,yellow
17,13,yellow
17,14,yellow
17,15,yellow
17,16,yellow
17,17,yellow
17,18,yellow
17,19,yellow
17,20,yellow
17,21,yellow
17,22,yellow
17,23,yellow
17,24,yellow
17,25,yellow
17,26,yellow
17,27,yellow
17,28,yellow
17,29,yellow
17,30,yellow
17,31,yellow
17,32,yellow
17,33,yellow
17,34,yellow
17,35,yellow
17,36,yellow
17,37,yellow
17,38,yellow
17,39,yellow
17,40,yellow
17,41,yellow
17,42,yellow
17,43,yellow
17,44,yellow
17,45,yellow
17,46,yellow
17,47,yellow
